"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","33","Проверка удаления задачи без указания id","chromium","Mon Jul 14 17:19:13 GMT 2025","passed","Mon Jul 14 17:19:13 GMT 2025","Challenge","api/challenges.spec.js","",""
"","11481","Баг с изменением количества товаров на странице","chromium","Mon Jul 14 17:19:19 GMT 2025","passed","Mon Jul 14 17:19:30 GMT 2025","","ui/academybag.spec.js","",""
"","3683","Баг с размером изображения в карточке товара","chromium","Mon Jul 14 17:19:13 GMT 2025","passed","Mon Jul 14 17:19:17 GMT 2025","","ui/academybag.spec.js","",""
"","33","Проверка аутентификации с невалидным логином/паролем","chromium","Mon Jul 14 17:19:13 GMT 2025","passed","Mon Jul 14 17:19:13 GMT 2025","Challenge","api/challenges.spec.js","",""
"","35","Проверка создания задачи с невалидным по длине description","chromium","Mon Jul 14 17:19:12 GMT 2025","passed","Mon Jul 14 17:19:12 GMT 2025","Challenge","api/challenges.spec.js","",""
"","37","Проверка создания задачи с невалидным по длине title","chromium","Mon Jul 14 17:19:12 GMT 2025","passed","Mon Jul 14 17:19:12 GMT 2025","Challenge","api/challenges.spec.js","",""
"","36","Проверка создания задачи с максимально допустимыми title и description","chromium","Mon Jul 14 17:19:12 GMT 2025","passed","Mon Jul 14 17:19:12 GMT 2025","Challenge","api/challenges.spec.js","",""
"","0","Баг с увеличением количества товара определенного цвета","chromium","Mon Jul 14 17:19:46 GMT 2025","skipped","Mon Jul 14 17:19:46 GMT 2025","","ui/academybag.spec.js","",""
"","32","Проверка обращения к эндпоинту PATCH /heartbeat","chromium","Mon Jul 14 17:19:13 GMT 2025","passed","Mon Jul 14 17:19:13 GMT 2025","Challenge","api/challenges.spec.js","",""
"","36","Проверка запроса к некорректному эндпоинту","chromium","Mon Jul 14 17:19:12 GMT 2025","passed","Mon Jul 14 17:19:12 GMT 2025","Challenge","api/challenges.spec.js","",""
"","32","Проверка обращения к несуществующему эндпоинту DELETE /heartbeat","chromium","Mon Jul 14 17:19:13 GMT 2025","passed","Mon Jul 14 17:19:13 GMT 2025","Challenge","api/challenges.spec.js","",""
"","33","Проверка удаления задачи по id","chromium","Mon Jul 14 17:19:13 GMT 2025","passed","Mon Jul 14 17:19:13 GMT 2025","Challenge","api/challenges.spec.js","",""
"","34","Проверка частичного обновления атрибута title в задаче","chromium","Mon Jul 14 17:19:13 GMT 2025","passed","Mon Jul 14 17:19:13 GMT 2025","Challenge","api/challenges.spec.js","",""
"","34","Проверка фильтрации по id через query-параметры","chromium","Mon Jul 14 17:19:12 GMT 2025","passed","Mon Jul 14 17:19:12 GMT 2025","Challenge","api/challenges.spec.js","",""
"","34","Проверка создания задачи с невалидным doneStatus","chromium","Mon Jul 14 17:19:12 GMT 2025","passed","Mon Jul 14 17:19:12 GMT 2025","Challenge","api/challenges.spec.js","",""
"","43","Проверка создания задачи с несуществующим атрибутом","chromium","Mon Jul 14 17:19:12 GMT 2025","passed","Mon Jul 14 17:19:12 GMT 2025","Challenge","api/challenges.spec.js","",""
"","35","Проверка создания задачи без атрибута title","chromium","Mon Jul 14 17:19:12 GMT 2025","passed","Mon Jul 14 17:19:12 GMT 2025","Challenge","api/challenges.spec.js","",""
