"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","132","Проверка создания заметки","chromium","Fri Jul 18 20:17:20 GMT 2025","passed","Fri Jul 18 20:17:20 GMT 2025","Challenge","api/challenges.spec.js","",""
"","67","Проверка удаления задачи без указания id","chromium","Fri Jul 18 20:17:20 GMT 2025","passed","Fri Jul 18 20:17:20 GMT 2025","Challenge","api/challenges.spec.js","",""
"","67","Проверка аутентификации с валидным логином/паролем","chromium","Fri Jul 18 20:17:20 GMT 2025","passed","Fri Jul 18 20:17:20 GMT 2025","Challenge","api/challenges.spec.js","",""
"","11440","Баг с изменением количества товаров на странице","chromium","Fri Jul 18 20:17:24 GMT 2025","passed","Fri Jul 18 20:17:35 GMT 2025","","ui/academybag.spec.js","",""
"","66","Проверка создания заметки без токена авторизации","chromium","Fri Jul 18 20:17:20 GMT 2025","passed","Fri Jul 18 20:17:20 GMT 2025","Challenge","api/challenges.spec.js","",""
"","68","Проверка аутентификации с невалидным логином/паролем","chromium","Fri Jul 18 20:17:20 GMT 2025","passed","Fri Jul 18 20:17:20 GMT 2025","Challenge","api/challenges.spec.js","",""
"","76","Проверка получения несуществующей задачи по id","chromium","Fri Jul 18 20:17:18 GMT 2025","passed","Fri Jul 18 20:17:18 GMT 2025","Challenge","api/challenges.spec.js","",""
"","3814","Баг с некорректным описанием товара","chromium","Fri Jul 18 20:17:48 GMT 2025","passed","Fri Jul 18 20:17:52 GMT 2025","","ui/academybag.spec.js","",""
"","72","Проверка запроса к некорректному эндпоинту","chromium","Fri Jul 18 20:17:18 GMT 2025","passed","Fri Jul 18 20:17:18 GMT 2025","Challenge","api/challenges.spec.js","",""
"","66","Проверка обращения к несуществующему эндпоинту DELETE /heartbeat","chromium","Fri Jul 18 20:17:20 GMT 2025","passed","Fri Jul 18 20:17:20 GMT 2025","Challenge","api/challenges.spec.js","",""
"","74","Проверка создания задачи методом PUT","chromium","Fri Jul 18 20:17:19 GMT 2025","passed","Fri Jul 18 20:17:19 GMT 2025","Challenge","api/challenges.spec.js","",""
"","72","Проверка полного обновления задачи","chromium","Fri Jul 18 20:17:19 GMT 2025","passed","Fri Jul 18 20:17:19 GMT 2025","Challenge","api/challenges.spec.js","",""
"","71","Проверка частичного обновления атрибута title в задаче","chromium","Fri Jul 18 20:17:19 GMT 2025","passed","Fri Jul 18 20:17:19 GMT 2025","Challenge","api/challenges.spec.js","",""
"","81","Проверка фильтрации по статусу выполнения задачи через query-параметры","chromium","Fri Jul 18 20:17:18 GMT 2025","passed","Fri Jul 18 20:17:18 GMT 2025","Challenge","api/challenges.spec.js","",""
"","69","Проверка создания задачи без атрибута title","chromium","Fri Jul 18 20:17:19 GMT 2025","passed","Fri Jul 18 20:17:19 GMT 2025","Challenge","api/challenges.spec.js","",""
"","12256","Баг с отправкой комментария в карточке товара","chromium","Fri Jul 18 20:17:35 GMT 2025","passed","Fri Jul 18 20:17:48 GMT 2025","","ui/academybag.spec.js","",""
"","71","Проверка создания задачи с максимально допустимыми title и description","chromium","Fri Jul 18 20:17:19 GMT 2025","passed","Fri Jul 18 20:17:19 GMT 2025","Challenge","api/challenges.spec.js","",""
