"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","21","Проверка, что ответе возвращается 10 задач","chromium","Mon Jul 14 17:15:21 GMT 2025","passed","Mon Jul 14 17:15:21 GMT 2025","Challenge","api/challenges.spec.js","",""
"","11","Проверка полного обновления задачи","chromium","Mon Jul 14 17:15:21 GMT 2025","passed","Mon Jul 14 17:15:21 GMT 2025","Challenge","api/challenges.spec.js","",""
"","10","Проверка частичного обновления атрибута title в задаче","chromium","Mon Jul 14 17:15:21 GMT 2025","passed","Mon Jul 14 17:15:21 GMT 2025","Challenge","api/challenges.spec.js","",""
"","8","Проверка аутентификации с валидным логином/паролем","chromium","Mon Jul 14 17:15:21 GMT 2025","passed","Mon Jul 14 17:15:21 GMT 2025","Challenge","api/challenges.spec.js","",""
"","14","Проверка создания задачи с невалидным doneStatus","chromium","Mon Jul 14 17:15:21 GMT 2025","passed","Mon Jul 14 17:15:21 GMT 2025","Challenge","api/challenges.spec.js","",""
"","10","Проверка создания заметки с невалидным токеном авторизации","chromium","Mon Jul 14 17:15:21 GMT 2025","passed","Mon Jul 14 17:15:21 GMT 2025","Challenge","api/challenges.spec.js","",""
"","4282","Баг с некорректным описанием товара","chromium","Mon Jul 14 17:15:50 GMT 2025","passed","Mon Jul 14 17:15:54 GMT 2025","","ui/academybag.spec.js","",""
"","13","Проверка создания задачи с невалидным по длине description","chromium","Mon Jul 14 17:15:21 GMT 2025","passed","Mon Jul 14 17:15:21 GMT 2025","Challenge","api/challenges.spec.js","",""
"","14","Проверка получения задачи по id","chromium","Mon Jul 14 17:15:21 GMT 2025","passed","Mon Jul 14 17:15:21 GMT 2025","Challenge","api/challenges.spec.js","",""
"","8","Проверка удаления задачи без указания id","chromium","Mon Jul 14 17:15:21 GMT 2025","passed","Mon Jul 14 17:15:21 GMT 2025","Challenge","api/challenges.spec.js","",""
"","13","Проверка обновления задачи с несовпадающими id","chromium","Mon Jul 14 17:15:21 GMT 2025","passed","Mon Jul 14 17:15:21 GMT 2025","Challenge","api/challenges.spec.js","",""
"","16","Проверка создания задачи","chromium","Mon Jul 14 17:15:21 GMT 2025","passed","Mon Jul 14 17:15:21 GMT 2025","Challenge","api/challenges.spec.js","",""
"","5454","Баг с фильтрацией по цене","chromium","Mon Jul 14 17:15:54 GMT 2025","passed","Mon Jul 14 17:15:59 GMT 2025","","ui/academybag.spec.js","",""
"","10","Проверка создания заметки без токена авторизации","chromium","Mon Jul 14 17:15:21 GMT 2025","passed","Mon Jul 14 17:15:21 GMT 2025","Challenge","api/challenges.spec.js","",""
"","10","Проверка фильтрации по id через query-параметры","chromium","Mon Jul 14 17:15:21 GMT 2025","passed","Mon Jul 14 17:15:21 GMT 2025","Challenge","api/challenges.spec.js","",""
"","14","Проверка создания задачи методом PUT","chromium","Mon Jul 14 17:15:21 GMT 2025","passed","Mon Jul 14 17:15:21 GMT 2025","Challenge","api/challenges.spec.js","",""
"","10","Проверка удаления задачи по id","chromium","Mon Jul 14 17:15:21 GMT 2025","passed","Mon Jul 14 17:15:21 GMT 2025","Challenge","api/challenges.spec.js","",""
"","11","Проверка создания задачи без атрибута title","chromium","Mon Jul 14 17:15:21 GMT 2025","passed","Mon Jul 14 17:15:21 GMT 2025","Challenge","api/challenges.spec.js","",""
"","9","Проверка аутентификации с невалидным логином/паролем","chromium","Mon Jul 14 17:15:21 GMT 2025","passed","Mon Jul 14 17:15:21 GMT 2025","Challenge","api/challenges.spec.js","",""
"","3992","Баг с размером изображения в карточке товара","chromium","Mon Jul 14 17:15:21 GMT 2025","passed","Mon Jul 14 17:15:25 GMT 2025","","ui/academybag.spec.js","",""
"","9","Проверка обращения к эндпоинту PATCH /heartbeat","chromium","Mon Jul 14 17:15:21 GMT 2025","passed","Mon Jul 14 17:15:21 GMT 2025","Challenge","api/challenges.spec.js","",""
"","13","Проверка запроса к некорректному эндпоинту","chromium","Mon Jul 14 17:15:21 GMT 2025","passed","Mon Jul 14 17:15:21 GMT 2025","Challenge","api/challenges.spec.js","",""
