"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","47","Проверка получения задачи по id","chromium","Fri Jul 18 20:17:59 GMT 2025","passed","Fri Jul 18 20:17:59 GMT 2025","Challenge","api/challenges.spec.js","",""
"","0","Баг с увеличением количества товара определенного цвета","chromium","Fri Jul 18 20:18:34 GMT 2025","skipped","Fri Jul 18 20:18:34 GMT 2025","","ui/academybag.spec.js","",""
"","4793","Баг с фильтрацией по цене","chromium","Fri Jul 18 20:18:34 GMT 2025","passed","Fri Jul 18 20:18:39 GMT 2025","","ui/academybag.spec.js","",""
"","52","Проверка создания задачи с несуществующим атрибутом","chromium","Fri Jul 18 20:17:59 GMT 2025","passed","Fri Jul 18 20:17:59 GMT 2025","Challenge","api/challenges.spec.js","",""
"","42","Проверка получения несуществующей задачи по id","chromium","Fri Jul 18 20:17:59 GMT 2025","passed","Fri Jul 18 20:17:59 GMT 2025","Challenge","api/challenges.spec.js","",""
"","12303","Баг с отправкой комментария в карточке товара","chromium","Fri Jul 18 20:18:17 GMT 2025","passed","Fri Jul 18 20:18:30 GMT 2025","","ui/academybag.spec.js","",""
"","48","Проверка создания задачи методом PUT","chromium","Fri Jul 18 20:17:59 GMT 2025","passed","Fri Jul 18 20:17:59 GMT 2025","Challenge","api/challenges.spec.js","",""
"","43","Проверка обновления задачи без обязательного атрибута title","chromium","Fri Jul 18 20:17:59 GMT 2025","passed","Fri Jul 18 20:17:59 GMT 2025","Challenge","api/challenges.spec.js","",""
"","42","Проверка аутентификации с валидным логином/паролем","chromium","Fri Jul 18 20:18:00 GMT 2025","passed","Fri Jul 18 20:18:00 GMT 2025","Challenge","api/challenges.spec.js","",""
"","43","Проверка создания задачи с телом, превышающим 5000 символов","chromium","Fri Jul 18 20:17:59 GMT 2025","passed","Fri Jul 18 20:17:59 GMT 2025","Challenge","api/challenges.spec.js","",""
"","44","Проверка полного обновления задачи","chromium","Fri Jul 18 20:17:59 GMT 2025","passed","Fri Jul 18 20:17:59 GMT 2025","Challenge","api/challenges.spec.js","",""
"","45","Проверка фильтрации по id через query-параметры","chromium","Fri Jul 18 20:17:59 GMT 2025","passed","Fri Jul 18 20:17:59 GMT 2025","Challenge","api/challenges.spec.js","",""
"","46","Проверка запроса к некорректному эндпоинту","chromium","Fri Jul 18 20:17:59 GMT 2025","passed","Fri Jul 18 20:17:59 GMT 2025","Challenge","api/challenges.spec.js","",""
