"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","67","Проверка создания задачи с максимально допустимыми title и description","API","Mon Jul 28 20:40:25 GMT 2025","passed","Mon Jul 28 20:40:25 GMT 2025","Challenge","api/challenges.spec.js","",""
"","60","Проверка обращения к эндпоинту PATCH /heartbeat","API","Mon Jul 28 20:40:26 GMT 2025","passed","Mon Jul 28 20:40:26 GMT 2025","Challenge","api/challenges.spec.js","",""
"","60","Проверка обновления задачи без обязательного атрибута title","API","Mon Jul 28 20:40:26 GMT 2025","passed","Mon Jul 28 20:40:26 GMT 2025","Challenge","api/challenges.spec.js","",""
"","0","Баг с увеличением количества товара определенного цвета","UI","Mon Jul 28 20:40:13 GMT 2025","skipped","Mon Jul 28 20:40:13 GMT 2025","","ui/academybag.spec.js","",""
"","63","Проверка запроса к некорректному эндпоинту","API","Mon Jul 28 20:40:25 GMT 2025","passed","Mon Jul 28 20:40:25 GMT 2025","Challenge","api/challenges.spec.js","",""
"","6213","Баг с некорректным описанием товара","UI","Mon Jul 28 20:40:06 GMT 2025","passed","Mon Jul 28 20:40:13 GMT 2025","","ui/academybag.spec.js","",""
"","66","Проверка создания задачи с невалидным по длине title","API","Mon Jul 28 20:40:25 GMT 2025","passed","Mon Jul 28 20:40:25 GMT 2025","Challenge","api/challenges.spec.js","",""
"","65","Проверка создания задачи с телом, превышающим 5000 символов","API","Mon Jul 28 20:40:26 GMT 2025","passed","Mon Jul 28 20:40:26 GMT 2025","Challenge","api/challenges.spec.js","",""
"","64","Проверка полного обновления задачи","API","Mon Jul 28 20:40:26 GMT 2025","passed","Mon Jul 28 20:40:26 GMT 2025","Challenge","api/challenges.spec.js","",""
"","118","Проверка создания заметки","API","Mon Jul 28 20:40:27 GMT 2025","passed","Mon Jul 28 20:40:27 GMT 2025","Challenge","api/challenges.spec.js","",""
"","63","Проверка создания задачи с невалидным по длине description","API","Mon Jul 28 20:40:25 GMT 2025","passed","Mon Jul 28 20:40:26 GMT 2025","Challenge","api/challenges.spec.js","",""
"","61","Проверка частичного обновления атрибута title в задаче","API","Mon Jul 28 20:40:26 GMT 2025","passed","Mon Jul 28 20:40:26 GMT 2025","Challenge","api/challenges.spec.js","",""
"","60","Проверка создания заметки с невалидным токеном авторизации","API","Mon Jul 28 20:40:27 GMT 2025","passed","Mon Jul 28 20:40:27 GMT 2025","Challenge","api/challenges.spec.js","",""
"","60","Проверка удаления задачи по id","API","Mon Jul 28 20:40:26 GMT 2025","passed","Mon Jul 28 20:40:26 GMT 2025","Challenge","api/challenges.spec.js","",""
"","61","Проверка удаления несуществующей задачи по id","API","Mon Jul 28 20:40:26 GMT 2025","passed","Mon Jul 28 20:40:26 GMT 2025","Challenge","api/challenges.spec.js","",""
"","11856","Баг с изменением количества товаров на странице","UI","Mon Jul 28 20:39:41 GMT 2025","passed","Mon Jul 28 20:39:53 GMT 2025","","ui/academybag.spec.js","",""
"","60","Проверка аутентификации с невалидным логином/паролем","API","Mon Jul 28 20:40:26 GMT 2025","passed","Mon Jul 28 20:40:27 GMT 2025","Challenge","api/challenges.spec.js","",""
"","4797","Баг с размером изображения в карточке товара","UI","Mon Jul 28 20:39:35 GMT 2025","passed","Mon Jul 28 20:39:40 GMT 2025","","ui/academybag.spec.js","",""
"","62","Проверка создания задачи без атрибута title","API","Mon Jul 28 20:40:26 GMT 2025","passed","Mon Jul 28 20:40:26 GMT 2025","Challenge","api/challenges.spec.js","",""
"","61","Проверка создания задачи с несуществующим атрибутом","API","Mon Jul 28 20:40:26 GMT 2025","passed","Mon Jul 28 20:40:26 GMT 2025","Challenge","api/challenges.spec.js","",""
"","65","Проверка получения задачи по id","API","Mon Jul 28 20:40:25 GMT 2025","passed","Mon Jul 28 20:40:25 GMT 2025","Challenge","api/challenges.spec.js","",""
"","62","Проверка создания задачи методом PUT","API","Mon Jul 28 20:40:26 GMT 2025","passed","Mon Jul 28 20:40:26 GMT 2025","Challenge","api/challenges.spec.js","",""
