"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","52","Проверка создания задачи","chromium","Wed Jul 23 07:17:04 GMT 2025","passed","Wed Jul 23 07:17:04 GMT 2025","Challenge","api/challenges.spec.js","",""
"","48","Проверка создания задачи методом PUT","chromium","Wed Jul 23 07:17:04 GMT 2025","passed","Wed Jul 23 07:17:04 GMT 2025","Challenge","api/challenges.spec.js","",""
"","46","Проверка обращения к несуществующему эндпоинту DELETE /heartbeat","chromium","Wed Jul 23 07:17:05 GMT 2025","passed","Wed Jul 23 07:17:05 GMT 2025","Challenge","api/challenges.spec.js","",""
"","47","Проверка обновления задачи без обязательного атрибута title","chromium","Wed Jul 23 07:17:04 GMT 2025","passed","Wed Jul 23 07:17:04 GMT 2025","Challenge","api/challenges.spec.js","",""
"","47","Проверка обновления задачи с несовпадающими id","chromium","Wed Jul 23 07:17:04 GMT 2025","passed","Wed Jul 23 07:17:04 GMT 2025","Challenge","api/challenges.spec.js","",""
"","57","Проверка, что ответе возвращается 10 задач","chromium","Wed Jul 23 07:17:03 GMT 2025","passed","Wed Jul 23 07:17:03 GMT 2025","Challenge","api/challenges.spec.js","",""
"","3465","Баг с некорректным описанием товара","chromium","Wed Jul 23 07:17:34 GMT 2025","passed","Wed Jul 23 07:17:38 GMT 2025","","ui/academybag.spec.js","",""
"","48","Проверка частичного обновления атрибута title в задаче","chromium","Wed Jul 23 07:17:04 GMT 2025","passed","Wed Jul 23 07:17:04 GMT 2025","Challenge","api/challenges.spec.js","",""
"","57","Проверка фильтрации по статусу выполнения задачи через query-параметры","chromium","Wed Jul 23 07:17:04 GMT 2025","passed","Wed Jul 23 07:17:04 GMT 2025","Challenge","api/challenges.spec.js","",""
"","51","Проверка создания задачи без атрибута title","chromium","Wed Jul 23 07:17:04 GMT 2025","passed","Wed Jul 23 07:17:04 GMT 2025","Challenge","api/challenges.spec.js","",""
"","47","Проверка обращения к эндпоинту PATCH /heartbeat","chromium","Wed Jul 23 07:17:05 GMT 2025","passed","Wed Jul 23 07:17:05 GMT 2025","Challenge","api/challenges.spec.js","",""
"","48","Проверка создания задачи с несуществующим атрибутом","chromium","Wed Jul 23 07:17:04 GMT 2025","passed","Wed Jul 23 07:17:04 GMT 2025","Challenge","api/challenges.spec.js","",""
"","51","Проверка получения задачи по id","chromium","Wed Jul 23 07:17:04 GMT 2025","passed","Wed Jul 23 07:17:04 GMT 2025","Challenge","api/challenges.spec.js","",""
"","4427","Баг с фильтрацией по цене","chromium","Wed Jul 23 07:17:38 GMT 2025","passed","Wed Jul 23 07:17:42 GMT 2025","","ui/academybag.spec.js","",""
"","47","Проверка удаления задачи по id","chromium","Wed Jul 23 07:17:05 GMT 2025","passed","Wed Jul 23 07:17:05 GMT 2025","Challenge","api/challenges.spec.js","",""
"","47","Проверка создания заметки с невалидным токеном авторизации","chromium","Wed Jul 23 07:17:05 GMT 2025","passed","Wed Jul 23 07:17:05 GMT 2025","Challenge","api/challenges.spec.js","",""
"","12158","Баг с отправкой комментария в карточке товара","chromium","Wed Jul 23 07:17:22 GMT 2025","passed","Wed Jul 23 07:17:34 GMT 2025","","ui/academybag.spec.js","",""
"","47","Проверка получения несуществующей задачи по id","chromium","Wed Jul 23 07:17:04 GMT 2025","passed","Wed Jul 23 07:17:04 GMT 2025","Challenge","api/challenges.spec.js","",""
"","54","Проверка создания задачи с максимально допустимыми title и description","chromium","Wed Jul 23 07:17:04 GMT 2025","passed","Wed Jul 23 07:17:04 GMT 2025","Challenge","api/challenges.spec.js","",""
"","93","Проверка создания заметки","chromium","Wed Jul 23 07:17:05 GMT 2025","passed","Wed Jul 23 07:17:05 GMT 2025","Challenge","api/challenges.spec.js","",""
"","52","Проверка создания задачи с невалидным по длине title","chromium","Wed Jul 23 07:17:04 GMT 2025","passed","Wed Jul 23 07:17:04 GMT 2025","Challenge","api/challenges.spec.js","",""
"","46","Проверка создания заметки без токена авторизации","chromium","Wed Jul 23 07:17:05 GMT 2025","passed","Wed Jul 23 07:17:05 GMT 2025","Challenge","api/challenges.spec.js","",""
"","46","Проверка удаления несуществующей задачи по id","chromium","Wed Jul 23 07:17:05 GMT 2025","passed","Wed Jul 23 07:17:05 GMT 2025","Challenge","api/challenges.spec.js","",""
