"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","17827","Баг с отправкой комментария в карточке товара","UI","Mon Jul 28 20:43:47 GMT 2025","passed","Mon Jul 28 20:44:05 GMT 2025","","ui/academybag.spec.js","",""
"","61","Проверка аутентификации с невалидным логином/паролем","API","Mon Jul 28 20:44:17 GMT 2025","passed","Mon Jul 28 20:44:17 GMT 2025","Challenge","api/challenges.spec.js","",""
"","66","Проверка запроса к некорректному эндпоинту","API","Mon Jul 28 20:44:16 GMT 2025","passed","Mon Jul 28 20:44:16 GMT 2025","Challenge","api/challenges.spec.js","",""
"","63","Проверка создания задачи с невалидным doneStatus","API","Mon Jul 28 20:44:16 GMT 2025","passed","Mon Jul 28 20:44:16 GMT 2025","Challenge","api/challenges.spec.js","",""
"","68","Проверка создания задачи","API","Mon Jul 28 20:44:16 GMT 2025","passed","Mon Jul 28 20:44:16 GMT 2025","Challenge","api/challenges.spec.js","",""
"","5344","Баг с фильтрацией по цене","UI","Mon Jul 28 20:44:09 GMT 2025","passed","Mon Jul 28 20:44:14 GMT 2025","","ui/academybag.spec.js","",""
"","62","Проверка создания заметки с невалидным токеном авторизации","API","Mon Jul 28 20:44:18 GMT 2025","passed","Mon Jul 28 20:44:18 GMT 2025","Challenge","api/challenges.spec.js","",""
"","67","Проверка создания задачи с телом, превышающим 5000 символов","API","Mon Jul 28 20:44:16 GMT 2025","passed","Mon Jul 28 20:44:17 GMT 2025","Challenge","api/challenges.spec.js","",""
"","63","Проверка создания задачи с несуществующим атрибутом","API","Mon Jul 28 20:44:16 GMT 2025","passed","Mon Jul 28 20:44:16 GMT 2025","Challenge","api/challenges.spec.js","",""
"","78","Проверка обновления задачи без обязательного атрибута title","API","Mon Jul 28 20:44:17 GMT 2025","passed","Mon Jul 28 20:44:17 GMT 2025","Challenge","api/challenges.spec.js","",""
"","67","Проверка полного обновления задачи","API","Mon Jul 28 20:44:17 GMT 2025","passed","Mon Jul 28 20:44:17 GMT 2025","Challenge","api/challenges.spec.js","",""
"","63","Проверка создания задачи методом PUT","API","Mon Jul 28 20:44:17 GMT 2025","passed","Mon Jul 28 20:44:17 GMT 2025","Challenge","api/challenges.spec.js","",""
"","64","Проверка обновления задачи с несовпадающими id","API","Mon Jul 28 20:44:17 GMT 2025","passed","Mon Jul 28 20:44:17 GMT 2025","Challenge","api/challenges.spec.js","",""
"","4325","Баг с некорректным описанием товара","UI","Mon Jul 28 20:44:05 GMT 2025","passed","Mon Jul 28 20:44:09 GMT 2025","","ui/academybag.spec.js","",""
