"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","25","Проверка удаления задачи без указания id","chromium","Wed Jul 23 07:15:57 GMT 2025","passed","Wed Jul 23 07:15:57 GMT 2025","Challenge","api/challenges.spec.js","",""
"","11518","Баг с изменением количества товаров на странице","chromium","Wed Jul 23 07:16:02 GMT 2025","passed","Wed Jul 23 07:16:13 GMT 2025","","ui/academybag.spec.js","",""
"","31","Проверка запроса к некорректному эндпоинту","chromium","Wed Jul 23 07:15:57 GMT 2025","passed","Wed Jul 23 07:15:57 GMT 2025","Challenge","api/challenges.spec.js","",""
"","27","Проверка удаления несуществующей задачи по id","chromium","Wed Jul 23 07:15:57 GMT 2025","passed","Wed Jul 23 07:15:57 GMT 2025","Challenge","api/challenges.spec.js","",""
"","25","Проверка создания заметки без токена авторизации","chromium","Wed Jul 23 07:15:58 GMT 2025","passed","Wed Jul 23 07:15:58 GMT 2025","Challenge","api/challenges.spec.js","",""
"","34","Проверка требуемых атрибутов задачи в теле ответа","chromium","Wed Jul 23 07:15:57 GMT 2025","passed","Wed Jul 23 07:15:57 GMT 2025","Challenge","api/challenges.spec.js","",""
"","28","Проверка создания задачи с невалидным по длине title","chromium","Wed Jul 23 07:15:57 GMT 2025","passed","Wed Jul 23 07:15:57 GMT 2025","Challenge","api/challenges.spec.js","",""
"","27","Проверка полного обновления задачи","chromium","Wed Jul 23 07:15:57 GMT 2025","passed","Wed Jul 23 07:15:57 GMT 2025","Challenge","api/challenges.spec.js","",""
"","12245","Баг с отправкой комментария в карточке товара","chromium","Wed Jul 23 07:16:13 GMT 2025","passed","Wed Jul 23 07:16:26 GMT 2025","","ui/academybag.spec.js","",""
"","35","Проверка обращения к эндпоинту PATCH /heartbeat","chromium","Wed Jul 23 07:15:57 GMT 2025","passed","Wed Jul 23 07:15:57 GMT 2025","Challenge","api/challenges.spec.js","",""
"","26","Проверка аутентификации с валидным логином/паролем","chromium","Wed Jul 23 07:15:57 GMT 2025","passed","Wed Jul 23 07:15:57 GMT 2025","Challenge","api/challenges.spec.js","",""
"","27","Проверка создания задачи методом PUT","chromium","Wed Jul 23 07:15:57 GMT 2025","passed","Wed Jul 23 07:15:57 GMT 2025","Challenge","api/challenges.spec.js","",""
"","26","Проверка обновления задачи с несовпадающими id","chromium","Wed Jul 23 07:15:57 GMT 2025","passed","Wed Jul 23 07:15:57 GMT 2025","Challenge","api/challenges.spec.js","",""
